,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,VehicleCategory,VehiclePrice,FraudFound_P,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy
112,Nov,4,Thursday,Honda,Urban,Thursday,Dec,5,Male,Married,35.0,Third Party,Sedan,20000 to 29000,0,9,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils
113,Nov,4,Thursday,Accura,Rural,Tuesday,Jan,2,Male,Married,56.0,Policy Holder,Utility,more than 69000,1,10,400,2,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994,All Perils
114,Dec,4,Monday,Chevrolet,Urban,Wednesday,Jan,1,Male,Married,50.0,Third Party,Sedan,20000 to 29000,0,2,400,3,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,Collision
115,Dec,2,Tuesday,Honda,Urban,Wednesday,Jan,2,Male,Single,16.0,Third Party,Sport,more than 69000,0,2,400,1,more than 30,more than 30,2 to 4,4 years,18 to 20,No,No,External,3 to 5,no change,1 vehicle,1994,Collision
116,Nov,5,Tuesday,Pontiac,Urban,Tuesday,Nov,5,Male,Married,32.0,Third Party,Sedan,30000 to 39000,0,12,400,2,more than 30,more than 30,1,7 years,31 to 35,No,Yes,External,more than 5,no change,1 vehicle,1994,Collision
117,Aug,2,Monday,Pontiac,Urban,Tuesday,Aug,5,Male,Single,28.0,Policy Holder,Sport,20000 to 29000,0,4,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Liability
118,Nov,5,Monday,Mazda,Urban,Wednesday,Dec,1,Male,Single,68.0,Policy Holder,Sedan,20000 to 29000,1,9,400,3,more than 30,more than 30,2 to 4,5 years,over 65,No,No,External,none,no change,1 vehicle,1994,All Perils
119,Dec,1,Friday,Honda,Rural,Friday,Dec,3,Male,Single,35.0,Policy Holder,Sedan,more than 69000,1,7,400,3,more than 30,more than 30,none,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,All Perils
120,Feb,1,Friday,Honda,Rural,Friday,Mar,3,Male,Single,38.0,Policy Holder,Sedan,more than 69000,0,8,400,3,more than 30,more than 30,none,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,All Perils
121,Oct,2,Wednesday,Honda,Rural,Monday,Oct,3,Female,Married,18.0,Third Party,Sport,more than 69000,0,12,400,4,more than 30,more than 30,none,2 years,21 to 25,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
122,Jun,3,Monday,Pontiac,Urban,Monday,Jun,3,Male,Single,30.0,Policy Holder,Sedan,more than 69000,0,2,400,1,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
123,Apr,4,Tuesday,Honda,Urban,Tuesday,Apr,4,Male,Married,51.0,Policy Holder,Sedan,20000 to 29000,0,1,400,4,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,none,no change,3 to 4,1994,Collision
124,Feb,2,Sunday,Toyota,Urban,Monday,Feb,2,Male,Single,22.0,Third Party,Sedan,30000 to 39000,0,6,400,3,more than 30,more than 30,none,6 years,26 to 30,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils
125,Feb,2,Saturday,Pontiac,Urban,Monday,Feb,2,Female,Married,26.0,Policy Holder,Sport,20000 to 29000,0,16,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Liability
126,Jan,4,Saturday,Dodge,Urban,Monday,Mar,1,Male,Married,53.0,Policy Holder,Sedan,30000 to 39000,0,15,400,2,more than 30,more than 30,none,more than 7,41 to 50,Yes,No,External,none,4 to 8 years,2 vehicles,1994,Collision
127,Jan,4,Sunday,Mazda,Urban,Tuesday,Jan,5,Male,Married,38.0,Policy Holder,Sport,30000 to 39000,0,13,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Liability
128,Jan,4,Sunday,Chevrolet,Rural,Monday,Jan,4,Male,Married,27.0,Third Party,Sport,30000 to 39000,0,9,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,Yes,External,none,no change,1 vehicle,1994,Liability
129,Nov,4,Monday,Honda,Urban,Tuesday,Nov,4,Male,Single,29.0,Policy Holder,Sedan,20000 to 29000,0,14,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Collision
130,Jul,2,Friday,Pontiac,Urban,Friday,Jul,2,Male,Single,32.0,Policy Holder,Sedan,20000 to 29000,0,10,400,1,more than 30,more than 30,more than 4,5 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Collision
131,Apr,4,Thursday,Honda,Urban,Friday,Apr,4,Male,Single,18.0,Third Party,Sedan,20000 to 29000,0,14,400,3,more than 30,more than 30,none,3 years,21 to 25,No,No,External,more than 5,no change,1 vehicle,1994,Collision
132,Oct,3,Thursday,Pontiac,Urban,Thursday,Oct,4,Male,Married,60.0,Third Party,Sedan,20000 to 29000,0,6,400,4,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
133,Oct,3,Friday,Ford,Urban,Friday,Oct,3,Male,Married,53.0,Policy Holder,Sedan,more than 69000,0,12,400,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,Collision
134,Apr,1,Tuesday,Honda,Urban,Friday,Apr,2,Male,Single,29.0,Policy Holder,Sedan,20000 to 29000,0,16,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
135,Mar,2,Sunday,Pontiac,Urban,Monday,Mar,2,Male,Married,29.0,Policy Holder,Sedan,20000 to 29000,0,6,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Collision
136,Mar,2,Monday,Toyota,Urban,Tuesday,Mar,4,Male,Married,41.0,Third Party,Sedan,20000 to 29000,0,9,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Collision
137,Feb,4,Monday,Toyota,Urban,Wednesday,Mar,1,Male,Married,29.0,Policy Holder,Sedan,20000 to 29000,0,9,400,4,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
138,Dec,4,Wednesday,Mercury,Urban,Thursday,Jan,1,Male,Married,42.0,Policy Holder,Sedan,20000 to 29000,0,2,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils
139,Oct,5,Friday,Toyota,Urban,Friday,Feb,1,Male,Married,34.0,Policy Holder,Sedan,less than 20000,0,9,400,2,more than 30,more than 30,none,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils
140,Jul,3,Monday,Honda,Urban,Tuesday,Jul,3,Male,Married,51.0,Policy Holder,Sport,more than 69000,0,11,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1994,Collision
141,Jun,4,Monday,Pontiac,Urban,Tuesday,Jul,1,Male,Married,32.0,Policy Holder,Sedan,20000 to 29000,0,3,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils
142,Feb,5,Monday,Chevrolet,Urban,Friday,Mar,1,Male,Married,52.0,Policy Holder,Sport,20000 to 29000,0,10,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,Internal,3 to 5,no change,5 to 8,1994,Liability
143,Feb,3,Thursday,Toyota,Urban,Friday,Feb,3,Male,Married,61.0,Policy Holder,Sedan,20000 to 29000,0,8,400,2,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994,Collision
144,Feb,3,Wednesday,Toyota,Rural,Friday,Feb,4,Male,Single,25.0,Third Party,Sport,20000 to 29000,0,1,400,4,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,3 to 5,no change,1 vehicle,1994,Liability
145,Nov,1,Thursday,Mazda,Urban,Friday,Nov,1,Male,Married,41.0,Policy Holder,Sedan,30000 to 39000,0,6,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils
146,Sep,3,Saturday,Mazda,Urban,Tuesday,Sep,3,Male,Single,33.0,Third Party,Sport,30000 to 39000,0,10,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability
147,Dec,1,Monday,Toyota,Rural,Tuesday,May,3,Male,Married,39.0,Policy Holder,Sedan,30000 to 39000,1,1,400,3,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,more than 5,under 6 months,2 vehicles,1994,All Perils
148,Jun,1,Tuesday,Accura,Urban,Thursday,Jun,2,Male,Single,30.0,Policy Holder,Sedan,30000 to 39000,0,13,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
149,May,4,Monday,Mazda,Urban,Monday,May,4,Male,Widow,50.0,Policy Holder,Sedan,20000 to 29000,0,15,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,Collision
150,Jan,2,Monday,Pontiac,Urban,Friday,Jan,2,Female,Married,31.0,Third Party,Sedan,20000 to 29000,0,8,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Collision
151,Jan,2,Tuesday,Pontiac,Urban,Tuesday,Jan,2,Male,Single,23.0,Policy Holder,Sport,30000 to 39000,0,8,400,4,more than 30,more than 30,more than 4,5 years,26 to 30,No,No,External,3 to 5,no change,1 vehicle,1994,Liability
152,Jan,2,Tuesday,Pontiac,Urban,Friday,Jan,2,Male,Single,31.0,Third Party,Sport,30000 to 39000,0,10,400,3,more than 30,more than 30,1,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Liability
153,Sep,4,Tuesday,Honda,Urban,Monday,Oct,1,Male,Married,50.0,Third Party,Sedan,20000 to 29000,0,2,500,3,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,more than 5,2 to 3 years,1 vehicle,1994,All Perils
154,Jan,5,Saturday,Honda,Urban,Monday,Jan,5,Female,Single,33.0,Third Party,Sport,20000 to 29000,0,8,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability
155,Jan,5,Sunday,Accura,Urban,Tuesday,Feb,1,Male,Married,30.0,Policy Holder,Sport,30000 to 39000,0,6,400,2,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Liability
156,Jan,5,Monday,Mazda,Urban,Thursday,Feb,1,Male,Married,44.0,Policy Holder,Sedan,40000 to 59000,0,13,400,1,more than 30,more than 30,more than 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision
157,Jan,4,Wednesday,Chevrolet,Urban,Tuesday,Feb,4,Male,Married,46.0,Policy Holder,Sedan,more than 69000,0,13,400,2,more than 30,more than 30,1,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
158,Jan,5,Saturday,Honda,Urban,Wednesday,Feb,1,Male,Single,31.0,Policy Holder,Sport,20000 to 29000,0,11,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Liability
159,Jan,5,Friday,Honda,Urban,Friday,Jan,5,Male,Married,48.0,Policy Holder,Sport,20000 to 29000,0,5,400,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,Liability
160,Dec,2,Friday,Chevrolet,Urban,Friday,Jan,2,Male,Married,33.0,Policy Holder,Sedan,more than 69000,1,12,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils
161,Jan,4,Tuesday,Honda,Urban,Wednesday,Jan,4,Male,Single,42.0,Policy Holder,Sport,more than 69000,0,3,400,1,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,Liability
162,Jan,4,Friday,Chevrolet,Urban,Wednesday,Jan,4,Female,Single,37.0,Third Party,Sport,more than 69000,0,5,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,Liability
163,Jan,4,Friday,Toyota,Urban,Thursday,Jan,4,Male,Married,43.0,Third Party,Sedan,less than 20000,0,3,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils
164,Jan,2,Wednesday,Toyota,Urban,Monday,Jan,4,Female,Married,32.0,Third Party,Sedan,30000 to 39000,0,14,400,1,more than 30,more than 30,more than 4,4 years,31 to 35,No,No,External,1 to 2,no change,3 to 4,1994,Collision
165,Jan,2,Thursday,Toyota,Urban,Thursday,Jan,2,Male,Married,57.0,Policy Holder,Sport,20000 to 29000,0,4,400,1,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1994,Liability
166,Jan,3,Friday,Honda,Urban,Monday,Jan,3,Male,Married,65.0,Third Party,Sedan,20000 to 29000,0,8,400,2,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994,All Perils
167,Oct,2,Saturday,Toyota,Urban,Monday,Oct,2,Female,Single,27.0,Policy Holder,Sedan,20000 to 29000,0,12,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
168,May,4,Friday,Nisson,Rural,Wednesday,Jul,2,Male,Married,42.0,Policy Holder,Utility,more than 69000,0,6,400,4,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,none,4 to 8 years,2 vehicles,1994,All Perils
169,May,3,Thursday,Honda,Urban,Monday,May,4,Male,Married,57.0,Policy Holder,Sport,20000 to 29000,0,7,400,1,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1994,Liability
170,Mar,4,Friday,Pontiac,Urban,Wednesday,Mar,5,Male,Single,32.0,Policy Holder,Sedan,20000 to 29000,0,2,400,3,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
171,Mar,1,Saturday,Mazda,Urban,Monday,Mar,3,Male,Single,29.0,Policy Holder,Sport,20000 to 29000,0,7,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Liability
172,Feb,2,Monday,VW,Urban,Tuesday,Feb,4,Male,Married,36.0,Policy Holder,Sedan,30000 to 39000,0,2,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision
173,Feb,2,Monday,Toyota,Urban,Monday,Feb,2,Male,Single,28.0,Policy Holder,Sport,30000 to 39000,0,2,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Liability
174,Feb,1,Monday,Honda,Urban,Tuesday,Feb,2,Female,Single,32.0,Policy Holder,Sedan,less than 20000,0,14,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils
175,Feb,1,Sunday,Chevrolet,Urban,Thursday,Feb,2,Male,Single,33.0,Policy Holder,Sedan,20000 to 29000,0,1,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils
176,Feb,2,Tuesday,Saab,Urban,Wednesday,Feb,2,Male,Married,37.0,Policy Holder,Sedan,30000 to 39000,0,1,400,2,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils
177,Jan,5,Tuesday,Honda,Urban,Wednesday,Feb,1,Female,Single,26.0,Policy Holder,Sport,20000 to 29000,0,16,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Liability
178,Jan,3,Sunday,Chevrolet,Urban,Wednesday,Jan,3,Male,Married,53.0,Policy Holder,Sedan,20000 to 29000,0,5,400,1,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils
179,Jan,3,Saturday,Mercury,Rural,Tuesday,Jan,3,Male,Married,53.0,Third Party,Sedan,20000 to 29000,0,12,400,3,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,All Perils
180,Jan,3,Monday,Ford,Urban,Tuesday,Jan,3,Male,Married,74.0,Policy Holder,Sedan,less than 20000,0,8,400,4,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils
181,Jun,3,Tuesday,Pontiac,Urban,Thursday,Jul,4,Male,Married,50.0,Policy Holder,Sedan,20000 to 29000,0,3,400,2,more than 30,more than 30,1,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1994,Collision
182,Jun,2,Thursday,Mazda,Urban,Friday,Jun,2,Male,Single,27.0,Third Party,Sedan,20000 to 29000,0,3,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,1 year,1 vehicle,1994,All Perils
183,Dec,2,Sunday,Toyota,Urban,Tuesday,Feb,1,Male,Married,48.0,Third Party,Sedan,20000 to 29000,0,7,400,1,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
184,Jan,1,Sunday,Chevrolet,Urban,Tuesday,Jan,1,Female,Single,55.0,Third Party,Sedan,20000 to 29000,0,2,400,2,more than 30,more than 30,none,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils
185,Jan,1,Sunday,Pontiac,Urban,Wednesday,Jan,1,Male,Married,48.0,Policy Holder,Sedan,20000 to 29000,0,10,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
186,Jan,1,Monday,Honda,Urban,Wednesday,Jan,2,Male,Single,50.0,Third Party,Sport,more than 69000,0,8,400,4,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,Liability
187,Dec,5,Thursday,Pontiac,Urban,Friday,Jan,2,Male,Married,54.0,Third Party,Sport,20000 to 29000,0,10,400,4,more than 30,more than 30,1,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1994,Liability
188,Jan,1,Saturday,Chevrolet,Urban,Monday,Jan,1,Male,Married,36.0,Policy Holder,Sport,30000 to 39000,0,14,400,1,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Liability
189,Dec,2,Monday,Mazda,Urban,Monday,Jan,1,Male,Married,43.0,Policy Holder,Sedan,30000 to 39000,1,10,400,2,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,none,4 to 8 years,2 vehicles,1994,All Perils
190,Dec,5,Friday,Mazda,Urban,Tuesday,Jan,1,Male,Married,41.0,Policy Holder,Sedan,30000 to 39000,0,1,400,4,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,Collision
191,Feb,4,Tuesday,Toyota,Urban,Wednesday,Feb,4,Male,Married,48.0,Policy Holder,Sedan,20000 to 29000,0,6,400,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils
192,Dec,3,Tuesday,Chevrolet,Urban,Monday,Jan,2,Male,Married,26.0,Policy Holder,Utility,more than 69000,1,14,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils
193,Feb,2,Sunday,Toyota,Urban,Monday,Feb,3,Female,Married,43.0,Policy Holder,Sedan,20000 to 29000,0,1,400,3,more than 30,more than 30,none,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils
194,Dec,3,Thursday,Honda,Urban,Monday,Jan,1,Male,Married,39.0,Policy Holder,Sport,more than 69000,1,13,400,3,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision
195,Feb,1,Friday,Chevrolet,Urban,Wednesday,Feb,2,Male,Married,49.0,Third Party,Sedan,30000 to 39000,0,4,400,3,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,Collision
196,Feb,1,Saturday,Honda,Urban,Monday,Oct,3,Male,Married,37.0,Third Party,Sedan,30000 to 39000,0,14,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision
197,Aug,1,Wednesday,Mazda,Urban,Thursday,Sep,2,Male,Married,36.0,Third Party,Sedan,20000 to 29000,0,1,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Collision
198,Mar,1,Sunday,Pontiac,Urban,Friday,Mar,2,Female,Married,52.0,Policy Holder,Sedan,20000 to 29000,0,4,400,4,more than 30,more than 30,2 to 4,6 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
199,Dec,4,Saturday,Pontiac,Urban,Monday,Jan,2,Male,Married,29.0,Third Party,Sedan,less than 20000,0,16,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils
200,Dec,4,Friday,Mazda,Urban,Monday,Jan,1,Male,Married,38.0,Third Party,Sedan,20000 to 29000,0,10,400,4,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision
201,Dec,4,Monday,Mazda,Urban,Tuesday,Jan,1,Male,Single,34.0,Policy Holder,Sedan,20000 to 29000,0,2,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
202,Dec,4,Monday,Honda,Rural,Friday,Jan,2,Male,Single,37.0,Policy Holder,Sedan,more than 69000,0,14,400,3,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,Collision
203,Sep,1,Monday,Honda,Rural,Tuesday,Sep,1,Male,Married,41.0,Policy Holder,Sport,30000 to 39000,0,6,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability
204,Dec,3,Friday,Pontiac,Urban,Tuesday,Jan,3,Male,Married,41.0,Third Party,Sedan,less than 20000,1,16,500,3,none,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,2 to 3 years,1 vehicle,1994,All Perils
205,Apr,4,Saturday,Pontiac,Urban,Tuesday,May,1,Male,Married,64.0,Policy Holder,Sedan,20000 to 29000,0,15,400,3,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,none,no change,3 to 4,1994,Collision
206,Dec,3,Saturday,Pontiac,Urban,Monday,Jan,2,Male,Married,27.0,Policy Holder,Sedan,more than 69000,1,11,400,4,more than 30,more than 30,2 to 4,4 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
