PolicyNumber,DayOfWeek,WeekOfMonth,Month,Year,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,AccidentArea,NumberOfCars,Fault,PoliceReportFiled,WitnessPresent,Sex,Age,AgeOfPolicyHolder,MaritalStatus,DriverRating,Make,VehicleCategory,VehiclePrice,AgeOfVehicle,BasePolicy,PolicyType,RepNumber,AgentType,Deductible,Days_Policy_Accident,Days_Policy_Claim,NumberOfSuppliments,AddressChange_Claim,PastNumberOfClaims,FraudFound_P
107,Monday,1,Aug,1994,Thursday,Aug,1,Urban,1 vehicle,Policy Holder,No,No,Male,28,31 to 35,Married,2,Mazda,Sedan,20000 to 29000,7 years,Collision,Sedan - Collision,11,External,400,more than 30,more than 30,none,no change,2 to 4,0
108,Sunday,4,Nov,1994,Thursday,Apr,2,Urban,1 vehicle,Third Party,No,No,Male,44,36 to 40,Married,1,Pontiac,Sedan,20000 to 29000,7 years,All Perils,Sedan - All Perils,11,External,400,more than 30,more than 30,none,no change,none,0
109,Thursday,1,Jun,1994,Thursday,Oct,4,Urban,1 vehicle,Policy Holder,No,No,Male,47,41 to 50,Married,1,Chevrolet,Sedan,20000 to 29000,more than 7,All Perils,Sedan - All Perils,1,External,400,more than 30,more than 30,none,no change,1,0
110,Thursday,1,Mar,1994,Friday,Mar,1,Urban,1 vehicle,Policy Holder,No,No,Male,40,36 to 40,Married,4,Honda,Sport,20000 to 29000,6 years,Liability,Sedan - Liability,16,External,400,more than 30,more than 30,none,no change,none,0
111,Tuesday,2,May,1994,Friday,Sep,1,Urban,1 vehicle,Policy Holder,No,No,Male,23,26 to 30,Single,2,Toyota,Sedan,20000 to 29000,5 years,Collision,Sedan - Collision,4,External,400,more than 30,more than 30,none,no change,2 to 4,0
112,Monday,2,May,1994,Thursday,May,2,Urban,1 vehicle,Policy Holder,No,No,Male,31,31 to 35,Single,3,Pontiac,Sedan,20000 to 29000,6 years,All Perils,Sedan - All Perils,6,External,400,more than 30,more than 30,none,no change,2 to 4,0
113,Thursday,4,Nov,1994,Thursday,Dec,5,Urban,1 vehicle,Third Party,No,No,Male,35,31 to 35,Married,1,Honda,Sedan,20000 to 29000,6 years,All Perils,Sedan - All Perils,9,External,400,more than 30,more than 30,none,no change,none,0
114,Thursday,4,Nov,1994,Tuesday,Jan,2,Rural,1 vehicle,Policy Holder,No,No,Male,56,51 to 65,Married,2,Accura,Utility,more than 69000,more than 7,All Perils,Utility - All Perils,10,External,400,more than 30,more than 30,none,no change,none,1
115,Monday,4,Dec,1994,Wednesday,Jan,1,Urban,1 vehicle,Third Party,No,No,Male,50,41 to 50,Married,3,Chevrolet,Sedan,20000 to 29000,more than 7,Collision,Sedan - Collision,2,External,400,more than 30,more than 30,more than 5,no change,1,0
116,Tuesday,2,Dec,1994,Wednesday,Jan,2,Urban,1 vehicle,Third Party,No,No,Male,16,18 to 20,Single,1,Honda,Sport,more than 69000,4 years,Collision,Sport - Collision,2,External,400,more than 30,more than 30,3 to 5,no change,2 to 4,0
117,Tuesday,5,Nov,1994,Tuesday,Nov,5,Urban,1 vehicle,Third Party,No,Yes,Male,32,31 to 35,Married,2,Pontiac,Sedan,30000 to 39000,7 years,Collision,Sedan - Collision,12,External,400,more than 30,more than 30,more than 5,no change,1,0
118,Monday,2,Aug,1994,Tuesday,Aug,5,Urban,1 vehicle,Policy Holder,No,No,Male,28,31 to 35,Single,3,Pontiac,Sport,20000 to 29000,6 years,Liability,Sedan - Liability,4,External,400,more than 30,more than 30,3 to 5,no change,2 to 4,0
119,Monday,5,Nov,1994,Wednesday,Dec,1,Urban,1 vehicle,Policy Holder,No,No,Male,68,over 65,Single,3,Mazda,Sedan,20000 to 29000,5 years,All Perils,Sedan - All Perils,9,External,400,more than 30,more than 30,none,no change,2 to 4,1
120,Friday,1,Dec,1994,Friday,Dec,3,Rural,1 vehicle,Policy Holder,No,No,Male,0,16 to 17,Single,3,Honda,Sedan,more than 69000,new,All Perils,Sedan - All Perils,7,External,400,more than 30,more than 30,none,no change,none,1
121,Friday,1,Feb,1994,Friday,Mar,3,Rural,1 vehicle,Policy Holder,No,No,Male,0,16 to 17,Single,3,Honda,Sedan,more than 69000,new,All Perils,Sedan - All Perils,8,External,400,more than 30,more than 30,none,no change,none,0
122,Wednesday,2,Oct,1994,Monday,Oct,3,Rural,1 vehicle,Third Party,No,No,Female,18,21 to 25,Married,4,Honda,Sport,more than 69000,2 years,Collision,Sport - Collision,12,External,400,more than 30,more than 30,1 to 2,no change,none,0
123,Monday,3,Jun,1994,Monday,Jun,3,Urban,1 vehicle,Policy Holder,No,No,Male,30,31 to 35,Single,1,Pontiac,Sedan,more than 69000,6 years,Collision,Sedan - Collision,2,External,400,more than 30,more than 30,1 to 2,no change,more than 4,0
124,Tuesday,4,Apr,1994,Tuesday,Apr,4,Urban,3 to 4,Policy Holder,No,No,Male,51,41 to 50,Married,4,Honda,Sedan,20000 to 29000,more than 7,Collision,Sedan - Collision,1,External,400,more than 30,more than 30,none,no change,more than 4,0
125,Sunday,2,Feb,1994,Monday,Feb,2,Urban,1 vehicle,Third Party,No,No,Male,22,26 to 30,Single,3,Toyota,Sedan,30000 to 39000,6 years,All Perils,Sedan - All Perils,6,External,400,more than 30,more than 30,3 to 5,no change,none,0
126,Saturday,2,Feb,1994,Monday,Feb,2,Urban,1 vehicle,Policy Holder,No,No,Female,26,31 to 35,Married,4,Pontiac,Sport,20000 to 29000,7 years,Liability,Sedan - Liability,16,External,400,more than 30,more than 30,more than 5,no change,2 to 4,0
127,Saturday,4,Jan,1994,Monday,Mar,1,Urban,2 vehicles,Policy Holder,Yes,No,Male,53,41 to 50,Married,2,Dodge,Sedan,30000 to 39000,more than 7,Collision,Sedan - Collision,15,External,400,more than 30,more than 30,none,4 to 8 years,none,0
128,Sunday,4,Jan,1994,Tuesday,Jan,5,Urban,1 vehicle,Policy Holder,No,No,Male,38,36 to 40,Married,3,Mazda,Sport,30000 to 39000,7 years,Liability,Sedan - Liability,13,External,400,more than 30,more than 30,more than 5,no change,2 to 4,0
129,Sunday,4,Jan,1994,Monday,Jan,4,Rural,1 vehicle,Third Party,No,Yes,Male,27,31 to 35,Married,3,Chevrolet,Sport,30000 to 39000,6 years,Liability,Sedan - Liability,9,External,400,more than 30,more than 30,none,no change,more than 4,0
130,Monday,4,Nov,1994,Tuesday,Nov,4,Urban,1 vehicle,Policy Holder,No,No,Male,29,31 to 35,Single,3,Honda,Sedan,20000 to 29000,7 years,Collision,Sedan - Collision,14,External,400,more than 30,more than 30,3 to 5,no change,2 to 4,0
131,Friday,2,Jul,1994,Friday,Jul,2,Urban,1 vehicle,Policy Holder,No,No,Male,32,31 to 35,Single,1,Pontiac,Sedan,20000 to 29000,5 years,Collision,Sedan - Collision,10,External,400,more than 30,more than 30,more than 5,no change,more than 4,0
132,Thursday,4,Apr,1994,Friday,Apr,4,Urban,1 vehicle,Third Party,No,No,Male,18,21 to 25,Single,3,Honda,Sedan,20000 to 29000,3 years,Collision,Sedan - Collision,14,External,400,more than 30,more than 30,more than 5,no change,none,0
133,Thursday,3,Oct,1994,Thursday,Oct,4,Urban,1 vehicle,Third Party,No,No,Male,60,51 to 65,Married,4,Pontiac,Sedan,20000 to 29000,more than 7,Collision,Sedan - Collision,6,External,400,more than 30,more than 30,1 to 2,no change,2 to 4,0
134,Friday,3,Oct,1994,Friday,Oct,3,Urban,1 vehicle,Policy Holder,No,No,Male,53,41 to 50,Married,3,Ford,Sedan,more than 69000,more than 7,Collision,Sedan - Collision,12,External,400,more than 30,more than 30,more than 5,no change,none,0
135,Tuesday,1,Apr,1994,Friday,Apr,2,Urban,1 vehicle,Policy Holder,No,No,Male,29,31 to 35,Single,4,Honda,Sedan,20000 to 29000,6 years,Collision,Sedan - Collision,16,External,400,more than 30,more than 30,1 to 2,no change,1,0
136,Sunday,2,Mar,1994,Monday,Mar,2,Urban,1 vehicle,Policy Holder,No,No,Male,29,31 to 35,Married,2,Pontiac,Sedan,20000 to 29000,7 years,Collision,Sedan - Collision,6,External,400,more than 30,more than 30,more than 5,no change,1,0
137,Monday,2,Mar,1994,Tuesday,Mar,4,Urban,1 vehicle,Third Party,No,No,Male,41,36 to 40,Married,4,Toyota,Sedan,20000 to 29000,7 years,Collision,Sedan - Collision,9,External,400,more than 30,more than 30,more than 5,no change,1,0
138,Monday,4,Feb,1994,Wednesday,Mar,1,Urban,1 vehicle,Policy Holder,No,No,Male,29,31 to 35,Married,4,Toyota,Sedan,20000 to 29000,7 years,All Perils,Sedan - All Perils,9,External,400,more than 30,more than 30,more than 5,no change,none,0
139,Wednesday,4,Dec,1994,Thursday,Jan,1,Urban,1 vehicle,Policy Holder,No,No,Male,42,36 to 40,Married,2,Mercury,Sedan,20000 to 29000,7 years,All Perils,Sedan - All Perils,2,External,400,more than 30,more than 30,none,no change,more than 4,0
140,Friday,5,Oct,1994,Friday,Feb,1,Urban,1 vehicle,Policy Holder,No,No,Male,34,31 to 35,Married,2,Toyota,Sedan,less than 20000,7 years,All Perils,Sedan - All Perils,9,External,400,more than 30,more than 30,1 to 2,no change,none,0
141,Monday,3,Jul,1994,Tuesday,Jul,3,Urban,1 vehicle,Policy Holder,No,No,Male,51,41 to 50,Married,4,Honda,Sport,more than 69000,more than 7,Collision,Sport - Collision,11,External,400,more than 30,more than 30,3 to 5,no change,1,0
142,Monday,4,Jun,1994,Tuesday,Jul,1,Urban,1 vehicle,Policy Holder,No,No,Male,32,31 to 35,Married,4,Pontiac,Sedan,20000 to 29000,6 years,All Perils,Sedan - All Perils,3,External,400,more than 30,more than 30,3 to 5,no change,1,0
143,Monday,5,Feb,1994,Friday,Mar,1,Urban,5 to 8,Policy Holder,No,No,Male,52,41 to 50,Married,4,Chevrolet,Sport,20000 to 29000,more than 7,Liability,Sedan - Liability,10,Internal,400,more than 30,more than 30,3 to 5,no change,none,0
144,Thursday,3,Feb,1994,Friday,Feb,3,Urban,1 vehicle,Policy Holder,No,No,Male,61,51 to 65,Married,2,Toyota,Sedan,20000 to 29000,more than 7,Collision,Sedan - Collision,8,External,400,more than 30,more than 30,none,no change,2 to 4,0
145,Wednesday,3,Feb,1994,Friday,Feb,4,Rural,1 vehicle,Third Party,No,No,Male,25,26 to 30,Single,4,Toyota,Sport,20000 to 29000,5 years,Liability,Sedan - Liability,1,External,400,more than 30,more than 30,3 to 5,no change,2 to 4,0
146,Thursday,1,Nov,1994,Friday,Nov,1,Urban,1 vehicle,Policy Holder,No,No,Male,41,36 to 40,Married,1,Mazda,Sedan,30000 to 39000,7 years,All Perils,Sedan - All Perils,6,External,400,more than 30,more than 30,none,no change,none,0
147,Saturday,3,Sep,1994,Tuesday,Sep,3,Urban,1 vehicle,Third Party,No,No,Male,33,31 to 35,Single,1,Mazda,Sport,30000 to 39000,6 years,Liability,Sedan - Liability,10,External,400,more than 30,more than 30,none,no change,none,0
148,Monday,1,Dec,1994,Tuesday,May,3,Rural,2 vehicles,Policy Holder,No,No,Male,39,36 to 40,Married,3,Toyota,Sedan,30000 to 39000,more than 7,All Perils,Sedan - All Perils,1,External,400,more than 30,more than 30,more than 5,under 6 months,none,1
149,Tuesday,1,Jun,1994,Thursday,Jun,2,Urban,1 vehicle,Policy Holder,No,No,Male,30,31 to 35,Single,1,Accura,Sedan,30000 to 39000,6 years,Collision,Sedan - Collision,13,External,400,more than 30,more than 30,none,no change,none,0
150,Monday,4,May,1994,Monday,May,4,Urban,1 vehicle,Policy Holder,No,No,Male,50,41 to 50,Widow,4,Mazda,Sedan,20000 to 29000,more than 7,Collision,Sedan - Collision,15,External,400,more than 30,more than 30,none,no change,none,0
151,Monday,2,Jan,1994,Friday,Jan,2,Urban,1 vehicle,Third Party,No,No,Female,31,31 to 35,Married,1,Pontiac,Sedan,20000 to 29000,7 years,Collision,Sedan - Collision,8,External,400,more than 30,more than 30,more than 5,no change,2 to 4,0
152,Tuesday,2,Jan,1994,Tuesday,Jan,2,Urban,1 vehicle,Policy Holder,No,No,Male,23,26 to 30,Single,4,Pontiac,Sport,30000 to 39000,5 years,Liability,Sedan - Liability,8,External,400,more than 30,more than 30,3 to 5,no change,more than 4,0
153,Tuesday,2,Jan,1994,Friday,Jan,2,Urban,1 vehicle,Third Party,No,No,Male,31,31 to 35,Single,3,Pontiac,Sport,30000 to 39000,7 years,Liability,Sedan - Liability,10,External,400,more than 30,more than 30,1 to 2,no change,1,0
154,Tuesday,4,Sep,1994,Monday,Oct,1,Urban,1 vehicle,Third Party,No,No,Male,50,41 to 50,Married,3,Honda,Sedan,20000 to 29000,7 years,All Perils,Sedan - All Perils,2,External,500,more than 30,more than 30,more than 5,2 to 3 years,2 to 4,0
155,Saturday,5,Jan,1994,Monday,Jan,5,Urban,1 vehicle,Third Party,No,No,Female,33,31 to 35,Single,3,Honda,Sport,20000 to 29000,6 years,Liability,Sedan - Liability,8,External,400,more than 30,more than 30,none,no change,2 to 4,0
156,Sunday,5,Jan,1994,Tuesday,Feb,1,Urban,1 vehicle,Policy Holder,No,No,Male,30,31 to 35,Married,2,Accura,Sport,30000 to 39000,6 years,Liability,Sedan - Liability,6,External,400,more than 30,more than 30,3 to 5,no change,more than 4,0
157,Monday,5,Jan,1994,Thursday,Feb,1,Urban,1 vehicle,Policy Holder,No,No,Male,44,36 to 40,Married,1,Mazda,Sedan,40000 to 59000,more than 7,Collision,Sedan - Collision,13,External,400,more than 30,more than 30,none,no change,more than 4,0
158,Wednesday,4,Jan,1994,Tuesday,Feb,4,Urban,1 vehicle,Policy Holder,No,No,Male,46,41 to 50,Married,2,Chevrolet,Sedan,more than 69000,7 years,All Perils,Sedan - All Perils,13,External,400,more than 30,more than 30,more than 5,no change,1,0
159,Saturday,5,Jan,1994,Wednesday,Feb,1,Urban,1 vehicle,Policy Holder,No,No,Male,31,31 to 35,Single,4,Honda,Sport,20000 to 29000,6 years,Liability,Sedan - Liability,11,External,400,more than 30,more than 30,3 to 5,no change,2 to 4,0
160,Friday,5,Jan,1994,Friday,Jan,5,Urban,1 vehicle,Policy Holder,No,No,Male,48,41 to 50,Married,3,Honda,Sport,20000 to 29000,more than 7,Liability,Sedan - Liability,5,External,400,more than 30,more than 30,none,no change,2 to 4,0
161,Friday,2,Dec,1994,Friday,Jan,2,Urban,1 vehicle,Policy Holder,No,No,Male,33,31 to 35,Married,3,Chevrolet,Sedan,more than 69000,6 years,All Perils,Sedan - All Perils,12,External,400,more than 30,more than 30,none,no change,none,1
162,Tuesday,4,Jan,1994,Wednesday,Jan,4,Urban,1 vehicle,Policy Holder,No,No,Male,0,16 to 17,Single,1,Honda,Sport,more than 69000,new,Liability,Sedan - Liability,3,External,400,more than 30,more than 30,none,no change,2 to 4,0
163,Friday,4,Jan,1994,Wednesday,Jan,4,Urban,1 vehicle,Third Party,No,No,Female,37,36 to 40,Single,3,Chevrolet,Sport,more than 69000,7 years,Liability,Sedan - Liability,5,External,400,more than 30,more than 30,1 to 2,no change,1,0
164,Friday,4,Jan,1994,Thursday,Jan,4,Urban,1 vehicle,Third Party,No,No,Male,43,36 to 40,Married,3,Toyota,Sedan,less than 20000,7 years,All Perils,Sedan - All Perils,3,External,400,more than 30,more than 30,none,no change,none,0
165,Wednesday,2,Jan,1994,Monday,Jan,4,Urban,3 to 4,Third Party,No,No,Female,32,31 to 35,Married,1,Toyota,Sedan,30000 to 39000,4 years,Collision,Sedan - Collision,14,External,400,more than 30,more than 30,1 to 2,no change,more than 4,0
166,Thursday,2,Jan,1994,Thursday,Jan,2,Urban,1 vehicle,Policy Holder,No,No,Male,57,51 to 65,Married,1,Toyota,Sport,20000 to 29000,more than 7,Liability,Sedan - Liability,4,External,400,more than 30,more than 30,3 to 5,no change,2 to 4,0
167,Friday,3,Jan,1994,Monday,Jan,3,Urban,1 vehicle,Third Party,No,No,Male,65,51 to 65,Married,2,Honda,Sedan,20000 to 29000,more than 7,All Perils,Sedan - All Perils,8,External,400,more than 30,more than 30,none,no change,1,0
168,Saturday,2,Oct,1994,Monday,Oct,2,Urban,1 vehicle,Policy Holder,No,No,Female,27,31 to 35,Single,4,Toyota,Sedan,20000 to 29000,6 years,Collision,Sedan - Collision,12,External,400,more than 30,more than 30,1 to 2,no change,none,0
169,Friday,4,May,1994,Wednesday,Jul,2,Rural,2 vehicles,Policy Holder,No,No,Male,42,36 to 40,Married,4,Nisson,Utility,more than 69000,more than 7,All Perils,Utility - All Perils,6,External,400,more than 30,more than 30,none,4 to 8 years,2 to 4,0
170,Thursday,3,May,1994,Monday,May,4,Urban,1 vehicle,Policy Holder,No,No,Male,57,51 to 65,Married,1,Honda,Sport,20000 to 29000,more than 7,Liability,Sedan - Liability,7,External,400,more than 30,more than 30,more than 5,no change,2 to 4,0
171,Friday,4,Mar,1994,Wednesday,Mar,5,Urban,1 vehicle,Policy Holder,No,No,Male,32,31 to 35,Single,3,Pontiac,Sedan,20000 to 29000,7 years,All Perils,Sedan - All Perils,2,External,400,more than 30,more than 30,more than 5,no change,none,0
172,Saturday,1,Mar,1994,Monday,Mar,3,Urban,1 vehicle,Policy Holder,No,No,Male,29,31 to 35,Single,2,Mazda,Sport,20000 to 29000,7 years,Liability,Sedan - Liability,7,External,400,more than 30,more than 30,more than 5,no change,2 to 4,0
173,Monday,2,Feb,1994,Tuesday,Feb,4,Urban,1 vehicle,Policy Holder,No,No,Male,36,36 to 40,Married,4,VW,Sedan,30000 to 39000,7 years,Collision,Sedan - Collision,2,External,400,more than 30,more than 30,none,no change,none,0
174,Monday,2,Feb,1994,Monday,Feb,2,Urban,1 vehicle,Policy Holder,No,No,Male,28,31 to 35,Single,4,Toyota,Sport,30000 to 39000,6 years,Liability,Sedan - Liability,2,External,400,more than 30,more than 30,1 to 2,no change,2 to 4,0
175,Monday,1,Feb,1994,Tuesday,Feb,2,Urban,1 vehicle,Policy Holder,No,No,Female,32,31 to 35,Single,1,Honda,Sedan,less than 20000,6 years,All Perils,Sedan - All Perils,14,External,400,more than 30,more than 30,1 to 2,no change,1,0
176,Sunday,1,Feb,1994,Thursday,Feb,2,Urban,1 vehicle,Policy Holder,No,No,Male,33,31 to 35,Single,2,Chevrolet,Sedan,20000 to 29000,6 years,All Perils,Sedan - All Perils,1,External,400,more than 30,more than 30,none,no change,none,0
177,Tuesday,2,Feb,1994,Wednesday,Feb,2,Urban,1 vehicle,Policy Holder,No,No,Male,37,36 to 40,Married,2,Saab,Sedan,30000 to 39000,more than 7,All Perils,Sedan - All Perils,1,External,400,more than 30,more than 30,3 to 5,no change,2 to 4,0
178,Tuesday,5,Jan,1994,Wednesday,Feb,1,Urban,1 vehicle,Policy Holder,No,No,Female,26,31 to 35,Single,3,Honda,Sport,20000 to 29000,6 years,Liability,Sedan - Liability,16,External,400,more than 30,more than 30,more than 5,no change,more than 4,0
179,Sunday,3,Jan,1994,Wednesday,Jan,3,Urban,1 vehicle,Policy Holder,No,No,Male,53,41 to 50,Married,1,Chevrolet,Sedan,20000 to 29000,more than 7,All Perils,Sedan - All Perils,5,External,400,more than 30,more than 30,1 to 2,no change,1,0
180,Saturday,3,Jan,1994,Tuesday,Jan,3,Rural,1 vehicle,Third Party,No,No,Male,53,41 to 50,Married,3,Mercury,Sedan,20000 to 29000,more than 7,All Perils,Sedan - All Perils,12,External,400,more than 30,more than 30,none,no change,1,0
181,Monday,3,Jan,1994,Tuesday,Jan,3,Urban,1 vehicle,Policy Holder,No,No,Male,74,over 65,Married,4,Ford,Sedan,less than 20000,more than 7,All Perils,Sedan - All Perils,8,External,400,more than 30,more than 30,1 to 2,no change,2 to 4,0
182,Tuesday,3,Jun,1994,Thursday,Jul,4,Urban,1 vehicle,Policy Holder,No,No,Male,50,41 to 50,Married,2,Pontiac,Sedan,20000 to 29000,7 years,Collision,Sedan - Collision,3,External,400,more than 30,more than 30,none,no change,1,0
183,Thursday,2,Jun,1994,Friday,Jun,2,Urban,1 vehicle,Third Party,No,No,Male,27,31 to 35,Single,4,Mazda,Sedan,20000 to 29000,6 years,All Perils,Sedan - All Perils,3,External,400,more than 30,more than 30,none,1 year,none,0
184,Sunday,2,Dec,1994,Tuesday,Feb,1,Urban,1 vehicle,Third Party,No,No,Male,48,41 to 50,Married,1,Toyota,Sedan,20000 to 29000,more than 7,All Perils,Sedan - All Perils,7,External,400,more than 30,more than 30,more than 5,no change,more than 4,0
185,Sunday,1,Jan,1994,Tuesday,Jan,1,Urban,1 vehicle,Third Party,No,No,Female,55,41 to 50,Single,2,Chevrolet,Sedan,20000 to 29000,7 years,All Perils,Sedan - All Perils,2,External,400,more than 30,more than 30,3 to 5,no change,none,0
186,Sunday,1,Jan,1994,Wednesday,Jan,1,Urban,1 vehicle,Policy Holder,No,No,Male,48,41 to 50,Married,4,Pontiac,Sedan,20000 to 29000,more than 7,All Perils,Sedan - All Perils,10,External,400,more than 30,more than 30,more than 5,no change,none,0
187,Monday,1,Jan,1994,Wednesday,Jan,2,Urban,1 vehicle,Third Party,No,No,Male,0,16 to 17,Single,4,Honda,Sport,more than 69000,new,Liability,Sedan - Liability,8,External,400,more than 30,more than 30,none,no change,2 to 4,0
188,Thursday,5,Dec,1994,Friday,Jan,2,Urban,1 vehicle,Third Party,No,No,Male,54,41 to 50,Married,4,Pontiac,Sport,20000 to 29000,7 years,Liability,Sedan - Liability,10,External,400,more than 30,more than 30,none,no change,1,0
189,Saturday,1,Jan,1994,Monday,Jan,1,Urban,1 vehicle,Policy Holder,No,No,Male,36,36 to 40,Married,1,Chevrolet,Sport,30000 to 39000,7 years,Liability,Sedan - Liability,14,External,400,more than 30,more than 30,more than 5,no change,more than 4,0
190,Monday,2,Dec,1994,Monday,Jan,1,Urban,2 vehicles,Policy Holder,No,No,Male,43,36 to 40,Married,2,Mazda,Sedan,30000 to 39000,more than 7,All Perils,Sedan - All Perils,10,External,400,more than 30,more than 30,none,4 to 8 years,2 to 4,1
191,Friday,5,Dec,1994,Tuesday,Jan,1,Urban,1 vehicle,Policy Holder,No,No,Male,41,36 to 40,Married,4,Mazda,Sedan,30000 to 39000,more than 7,Collision,Sedan - Collision,1,External,400,more than 30,more than 30,3 to 5,no change,none,0
192,Tuesday,4,Feb,1994,Wednesday,Feb,4,Urban,1 vehicle,Policy Holder,No,No,Male,48,41 to 50,Married,2,Toyota,Sedan,20000 to 29000,more than 7,All Perils,Sedan - All Perils,6,External,400,more than 30,more than 30,3 to 5,no change,2 to 4,0
